GUID,Level,Book,GrammarPoint,CleanGrammarPoint,Connection,MeaningCN,ExplanationCN,ExampleJP,ExampleCN,SimilarGrammar,FunctionCategory,SourceBatch,SourcePageImage,SourceType,Confidence,ReviewStatus,NoiseReason,Tags
924c11ae99759e73,N3,日语蓝宝书_N3,時間がどりよくひつよう,時間がどりよくひつよう,動詞普通形 / 名詞の + 間,在...期间,表示某动作或状态持续的整个期间。,母が料理している（間）、私は宿題をした。,妈妈做饭期间，我写了作业。,同类或相近表达请结合原书相似语法页复习。,时间,batch_02,日语蓝宝书_N3__part_02-08.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
4b0d4440a15e11f4,N3,日语蓝宝书_N3,ホームスティをしながら,ホームスティをしながら,動詞ます形 + ながら,一边...一边...,表示两个动作同时进行。,音楽を聞き（ながら）、勉強します。,一边听音乐一边学习。,同类或相近表达请结合原书相似语法页复习。,同时,batch_02,日语蓝宝书_N3__part_02-09.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
bf96158f43c38f27,N3,日语蓝宝书_N3,と詞じように勉強します,と詞じように勉強します,接续：と詞じように勉強します。按原书条目和句中词形使用。,为了能...；像...一样,可表示目的、愿望、变化目标或比喻。,この文では（と詞じように勉強します）の使い方を確認します。,这句话用于确认“と詞じように勉強します”的用法。,同类或相近表达请结合原书相似语法页复习。,目的/样态,batch_02,日语蓝宝书_N3__part_02-09.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
0969203e0615f40e,N3,日语蓝宝书_N3,～ からすると / からすれば名 - 詞+からすると / からすれば,～ からすると/からすれば名 - 詞+からすると/からすれば,普通形 + か,从...来看,表示以某信息、立场或情况为依据进行判断。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,判断,batch_02,日语蓝宝书_N3__part_02-10.png,body_heading,50,auto_enriched,,jp_grammar N3 日语蓝宝书_N3 batch_02 auto_enriched auto_completed
3fb9f264fb38639b,N3,日语蓝宝书_N3,～ 気味接鎮税明,～ 気味接鎮税明,接续：～ 気味接鎮税明。按原书条目和句中词形使用。,有点...,表示稍微带有某种不太好的倾向。,この文では（気味接鎮税明）の使い方を確認します。,这句话用于确认“～ 気味接鎮税明”的用法。,同类或相近表达请结合原书相似语法页复习。,倾向,batch_02,日语蓝宝书_N3__part_02-13.png,body_heading,50,auto_enriched,,jp_grammar N3 日语蓝宝书_N3 batch_02 auto_enriched auto_completed
e29ae85ba8a16a6e,N3,日语蓝宝书_N3,～ くせに接鎮税明,～ くせに接鎮税明,接续：～ くせに接鎮税明。按原书条目和句中词形使用。,明明...却,表示责备或不满，认为后项与前项不相称。,この文では（くせに接鎮税明）の使い方を確認します。,这句话用于确认“～ くせに接鎮税明”的用法。,同类或相近表达请结合原书相似语法页复习。,逆接/责备,batch_02,日语蓝宝书_N3__part_02-14.png,body_heading,65,auto_enriched,,jp_grammar N3 日语蓝宝书_N3 batch_02 auto_enriched auto_completed
3f6bb3ab148073a7,N3,日语蓝宝书_N3,くせに,くせに,接续：くせに。按原书条目和句中词形使用。,明明...却,表示责备或不满，认为后项与前项不相称。,この文では（くせに）の使い方を確認します。,这句话用于确认“くせに”的用法。,同类或相近表达请结合原书相似语法页复习。,逆接/责备,batch_02,日语蓝宝书_N3__part_02-16.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
1c792fa323464cb7,N3,日语蓝宝书_N3,たにんなに [ 可他人に何を言われても 、 彼女のことをイじ (,たにんなに [ 可他人に何を言われても、彼女のことをイじ(,動詞て形 / い形容詞くて + も,即使...也,表示让步条件。,雨が降っ（ても）、行きます。,即使下雨也去。,同类或相近表达请结合原书相似语法页复习。,让步,batch_02,日语蓝宝书_N3__part_02-16.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
dab73bf78e03a7b7,N3,日语蓝宝书_N3,ように,ように,接续：ように。按原书条目和句中词形使用。,为了能...；像...一样,可表示目的、愿望、变化目标或比喻。,この文では（ように）の使い方を確認します。,这句话用于确认“ように”的用法。,同类或相近表达请结合原书相似语法页复习。,目的/样态,batch_02,日语蓝宝书_N3__part_02-18.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
b139990511b5e41e,N3,日语蓝宝书_N3,ところによるおそ,ところによるおそ,接续：ところによるおそ。按原书条目和句中词形使用。,正在...的时候,表示某动作或状态发生的时间点，后项多为突然发生的事情。,この文では（ところによるおそ）の使い方を確認します。,这句话用于确认“ところによるおそ”的用法。,同类或相近表达请结合原书相似语法页复习。,时间,batch_02,日语蓝宝书_N3__part_02-18.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
01d842830573b0f8,N3,日语蓝宝书_N3,やっていないことからして,やっていないことからして,名詞 / 普通形 + とか,单从...来看,举出一个代表性例子，暗示其他方面也同样如此。,週末は映画（とか）買い物（とか）をします。,周末看电影啦购物啦。,同类或相近表达请结合原书相似语法页复习。,举例/判断,batch_02,日语蓝宝书_N3__part_02-18.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
a5366f49c4f42228,N3,日语蓝宝书_N3,やっていることからして,やっていることからして,動詞て形 + いる,单从...来看,举出一个代表性例子，暗示其他方面也同样如此。,今、本を読ん（でいる）。,现在正在读书。,同类或相近表达请结合原书相似语法页复习。,举例/判断,batch_02,日语蓝宝书_N3__part_02-18.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
ab3252047bb377ae,N3,日语蓝宝书_N3,知っているくせに,知っているくせに,動詞て形 + いる,明明...却,表示责备或不满，认为后项与前项不相称。,今、本を読ん（でいる）。,现在正在读书。,同类或相近表达请结合原书相似语法页复习。,逆接/责备,batch_02,日语蓝宝书_N3__part_02-18.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
6caba3a98d373f51,N3,日语蓝宝书_N3,知ることだけでなく,知ることだけでなく,普通形 + だけでなく,应该...；最好...,用于提出忠告或说明重要做法。,彼は英語（だけでなく）、中国語も話せる。,他不但会英语，还会中文。,同类或相近表达请结合原书相似语法页复习。,建议,batch_02,日语蓝宝书_N3__part_02-18.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
035cf73c23c3e166,N3,日语蓝宝书_N3,問題2好きなくせに,好きなくせに,接续：好きなくせに。按原书条目和句中词形使用。,明明...却,表示责备或不满，认为后项与前项不相称。,この文では（好きなくせに）の使い方を確認します。,这句话用于确认“好きなくせに”的用法。,同类或相近表达请结合原书相似语法页复习。,逆接/责备,batch_02,日语蓝宝书_N3__part_02-19.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
6804964a2f2e8070,N3,日语蓝宝书_N3,ぐらいのところにあります,ぐらいのところにあります,普通形 + の,正在...的时候,表示某动作或状态发生的时间点，后项多为突然发生的事情。,走る（の）が好きです。,我喜欢跑步。,同类或相近表达请结合原书相似语法页复习。,时间,batch_02,日语蓝宝书_N3__part_02-20.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
9147dbb1dad5647c,N3,日语蓝宝书_N3,だけのところです,だけのところです,普通形 + の,名词化；所属；说明,可表示所属、名词化，或替代前面提到的名词。,走る（の）が好きです。,我喜欢跑步。,同类或相近表达请结合原书相似语法页复习。,名词化/助词,batch_02,日语蓝宝书_N3__part_02-20.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
9482e254b01c79d5,N3,日语蓝宝书_N3,ほどのところに近いです,ほどのところに近いです,普通形 + の,正在...的时候,表示某动作或状态发生的时间点，后项多为突然发生的事情。,走る（の）が好きです。,我喜欢跑步。,同类或相近表达请结合原书相似语法页复习。,时间,batch_02,日语蓝宝书_N3__part_02-20.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
3bfdb029c277fc3c,N3,日语蓝宝书_N3,たてものをなくしました,たてものをなくしました,動詞て形 / い形容詞くて + も,即使...也,表示让步条件。,雨が降っ（ても）、行きます。,即使下雨也去。,同类或相近表达请结合原书相似语法页复习。,让步,batch_02,日语蓝宝书_N3__part_02-20.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
bf7232535d831a6c,N3,日语蓝宝书_N3,たてものがこわしました,たてものがこわしました,名詞 + が / 普通形 + が,但是；主语标记,可表示主语，也可连接前后相反或铺垫内容。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,助词/逆接,batch_02,日语蓝宝书_N3__part_02-20.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
99eb4290898866e3,N3,日语蓝宝书_N3,たてものをおとしました,たてものをおとしました,動詞て形 / い形容詞くて + も,即使...也,表示让步条件。,雨が降っ（ても）、行きます。,即使下雨也去。,同类或相近表达请结合原书相似语法页复习。,让步,batch_02,日语蓝宝书_N3__part_02-20.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
c9994b2ac723861b,N3,日语蓝宝书_N3,たてものがなくなりました,たてものがなくなりました,名詞 + が / 普通形 + が,但是；主语标记,可表示主语，也可连接前后相反或铺垫内容。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,助词/逆接,batch_02,日语蓝宝书_N3__part_02-20.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
f2659af8cccc20b7,N3,日语蓝宝书_N3,彳了け [ ] 仕のことは後にして 、 今夜 (,彳了け 仕のことは後にして、今夜(,普通形 + の,名词化；所属；说明,可表示所属、名词化，或替代前面提到的名词。,走る（の）が好きです。,我喜欢跑步。,同类或相近表达请结合原书相似语法页复习。,名词化/助词,batch_02,日语蓝宝书_N3__part_02-25.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
b52b45a48100dbf6,N3,日语蓝宝书_N3,もの力 、 いがいりよこう,もの力、いがいりよこう,名詞 + が / 普通形 + が,但是；主语标记,可表示主语，也可连接前后相反或铺垫内容。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,助词/逆接,batch_02,日语蓝宝书_N3__part_02-25.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
d22ed34210dea7b7,N3,日语蓝宝书_N3,できたことに (,できたことに(,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-25.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
3d30f72002174483,N3,日语蓝宝书_N3,なったなることに,なったなることに,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-25.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
a3e58a3920f60ca6,N3,日语蓝宝书_N3,ことに 、 彼は急用で来られなくなった 。 ( 残念 ),ことに、彼は急用で来られなくなった。(残念),感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-26.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
0f11c96bd42f36fc,N3,日语蓝宝书_N3,どのしようがくせい,どのしようがくせい,名詞 + が / 普通形 + が,但是；主语标记,可表示主语，也可连接前后相反或铺垫内容。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,助词/逆接,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
036b7ed68b14c69c,N3,日语蓝宝书_N3,ふんおく 「 プ 」 予定より15分遅れるということは 、 講演は9時45分から (,ふんおく「プ」予定より15分遅れるということは、講演は9時45分から(,普通形 + ということ,也就是说；...这件事,用于概括前文内容或说明结论。,彼が来ない（ということ）は、忙しいのだろう。,他不来这件事，说明大概很忙吧。,同类或相近表达请结合原书相似语法页复习。,说明/概括,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
c58d7ab2b845f64a,N3,日语蓝宝书_N3,終わるということになる,終わるということになる,感情形容詞 + ことに,变成；结果是,表示由外部情况决定，或推导出的结果。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,结果/决定,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
f6e48aea9d964977,N3,日语蓝宝书_N3,終わることができる,終わることができる,動詞辞書形 + ことができる,能够...,表示能力或客观可能。,日本語でメールを書く（ことができる）。,能够用日语写邮件。,同类或相近表达请结合原书相似语法页复习。,可能,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
058e7cf261209e4d,N3,日语蓝宝书_N3,始まるということになる,始まるということになる,感情形容詞 + ことに,变成；结果是,表示由外部情况决定，或推导出的结果。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,结果/决定,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
e8434cd3158c9226,N3,日语蓝宝书_N3,始まることができる,始まることができる,動詞辞書形 + ことができる,能够...,表示能力或客观可能。,日本語でメールを書く（ことができる）。,能够用日语写邮件。,同类或相近表达请结合原书相似语法页复习。,可能,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
ac089dcbab071a95,N3,日语蓝宝书_N3,行くことがある,行くことがある,名詞 + が / 普通形 + が,有时会；曾经,接现在形时表示有时发生；接た形时表示曾有过某经历。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,经验/频率,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
48dc59a0af713cc6,N3,日语蓝宝书_N3,行かないことがあった,行かないことがあった,普通形 + か,是否；或者；疑问,表示疑问、不确定或选择。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,疑问/选择,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
c2fb01b97a2c1a47,N3,日语蓝宝书_N3,行くことにした,行くことにした,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
e9b5cc19bbc033ee,N3,日语蓝宝书_N3,行かないことにした,行かないことにした,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
5a565f5517b99028,N3,日语蓝宝书_N3,予知するようになった,予知するようになった,接续：予知するようになった。按原书条目和句中词形使用。,为了能...；像...一样,可表示目的、愿望、变化目标或比喻。,この文では（予知するようになった）の使い方を確認します。,这句话用于确认“予知するようになった”的用法。,同类或相近表达请结合原书相似语法页复习。,目的/样态,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
98269a6c653a2eab,N3,日语蓝宝书_N3,予知することができる,予知することができる,動詞辞書形 + ことができる,能够...,表示能力或客观可能。,日本語でメールを書く（ことができる）。,能够用日语写邮件。,同类或相近表达请结合原书相似语法页复习。,可能,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
3bb1ef493c8b3e12,N3,日语蓝宝书_N3,予知することにした,予知することにした,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
dae133d917122e64,N3,日语蓝宝书_N3,始まることをした,始まることをした,接续：始まることをした。按原书条目和句中词形使用。,表示「始まることをした」这一语法形式或助词用法,用于练习「始まることをした」在句中的形式和基本功能；具体语义需结合前后文判断。,この文では（始まることをした）の使い方を確認します。,这句话用于确认“始まることをした”的用法。,同类或相近表达请结合原书相似语法页复习。,形式/用法,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
ced8159f53a9baf8,N3,日语蓝宝书_N3,始まることになっている,始まることになっている,感情形容詞 + ことに,规定；预定,表示规则、安排或社会习惯上已经决定。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,规定/安排,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,needs_manual_review,,jp_grammar N3 日语蓝宝书_N3 batch_02 needs_manual_review auto_completed
74b601921a05c504,N3,日语蓝宝书_N3,始めることにしている,始めることにしている,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
0a33cbb45a3bdf2f,N3,日语蓝宝书_N3,出さないことにした,出さないことにした,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
62a7e0cf5838e184,N3,日语蓝宝书_N3,出られないことにした,出られないことにした,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
81120465c9822d53,N3,日语蓝宝书_N3,出さないことになった,出さないことになった,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
d0dd33456b30f5b1,N3,日语蓝宝书_N3,出られないことになった,出られないことになった,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-27.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
0b399ee52e1e1a64,N3,日语蓝宝书_N3,公園をわたしせんしつどうりよう,公園をわたしせんしつどうりよう,接续：公園をわたしせんしつどうりよう。按原书条目和句中词形使用。,表示「公園をわたしせんしつどうりよう」这一语法形式或助词用法,用于练习「公園をわたしせんしつどうりよう」在句中的形式和基本功能；具体语义需结合前后文判断。,この文では（公園をわたしせんしつどうりよう）の使い方を確認します。,这句话用于确认“公園をわたしせんしつどうりよう”的用法。,同类或相近表达请结合原书相似语法页复习。,形式/用法,batch_02,日语蓝宝书_N3__part_02-28.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
2b1c49062438fd8c,N3,日语蓝宝书_N3,ことに ☆ 連れて ☆,ことに ☆ 連れて ☆,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-28.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
dd5dbace166fd15f,N3,日语蓝宝书_N3,にはことになった 。,にはことになった。,感情形容詞 + ことに,令人...的是,表示说话人对后项事实的评价或感情。,うれしい（ことに）、全員が合格した。,令人高兴的是，全员都合格了。,同类或相近表达请结合原书相似语法页复习。,评价,batch_02,日语蓝宝书_N3__part_02-28.png,body_heading,30,auto_completed,,jp_grammar N3 日语蓝宝书_N3 batch_02 kept_needs_explanation auto_completed
dde89044713d05ca,N5/N4,日语蓝宝书N5N4,ばん今日はようかです 。 あさっては (,ばん今日はようかです。あさっては(,普通形 + か,是否；或者；疑问,表示疑问、不确定或选择。,彼が来る（か）分かりません。,不知道他是否会来。,同类或相近表达请结合原书相似语法页复习。,疑问/选择,batch_02,日语蓝宝书N5N4__part_02-02.png,body_heading,30,auto_completed,,jp_grammar N5_N4 日语蓝宝书N5N4 batch_02 kept_needs_explanation auto_completed
384442a9b59873c1,N5/N4,日语蓝宝书N5N4,これ了 - ものを ～,これ了 - ものを,普通形 + の,名词化；所属；说明,可表示所属、名词化，或替代前面提到的名词。,走る（の）が好きです。,我喜欢跑步。,同类或相近表达请结合原书相似语法页复习。,名词化/助词,batch_02,日语蓝宝书N5N4__part_02-02.png,body_heading,30,auto_completed,,jp_grammar N5_N4 日语蓝宝书N5N4 batch_02 kept_needs_explanation auto_completed
0fb0c2ae11a97251,N5/N4,日语蓝宝书N5N4,ではなかった ～ 文法,～ 文法,接续：～ 文法。按原书条目和句中词形使用。,表示「文法」这一语法形式或助词用法,用于练习「～ 文法」在句中的形式和基本功能；具体语义需结合前后文判断。,この文では（文法）の使い方を確認します。,这句话用于确认“～ 文法”的用法。,同类或相近表达请结合原书相似语法页复习。,形式/用法,batch_02,日语蓝宝书N5N4__part_02-03.png,body_heading,50,auto_completed,,jp_grammar N5_N4 日语蓝宝书N5N4 batch_02 kept_needs_explanation auto_completed
3aaaeb0aaa879eec,N5/N4,日语蓝宝书N5N4,～ 押した見る見た,～ 押した見る見た,接续：～ 押した見る見た。按原书条目和句中词形使用。,表示「押した見る見た」这一语法形式或助词用法,用于练习「～ 押した見る見た」在句中的形式和基本功能；具体语义需结合前后文判断。,この文では（押した見る見た）の使い方を確認します。,这句话用于确认“～ 押した見る見た”的用法。,同类或相近表达请结合原书相似语法页复习。,形式/用法,batch_02,日语蓝宝书N5N4__part_02-07.png,body_heading,50,auto_completed,,jp_grammar N5_N4 日语蓝宝书N5N4 batch_02 kept_needs_explanation auto_completed
abcc6aa082fbc0b5,N5/N4,日语蓝宝书N5N4,～ ませんでした ( 書きませんでした ) ～ ました ( 書きました ) ～ ません ( 書きません ) ～ ます ( 書きます ),～ ませんでした(書きませんでした)～ ました(書きました)～ ません(書きません)～ ます(書きます),接续：～ ませんでした(書きませんでした)～ ました(書きました)～ ません(書きません)～ ます(書きます)。按原书条目和句中词形使用。,表示「ませんでした(書きませんでした)～ ました(書きました)～ ません(書きません)～ ます(書きます)」这一语法形式或助词用法,用于练习「～ ませんでした(書きませんでした)～ ました(書きました)～ ません(書きません)～ ます(書きます)」在句中的形式和基本功能；具体语义需结合前后文判断。,この文では（ませんでした(書きませんでした)～ ました(書きました)～ ません(書きません)～ ます(書きます)）の使い方を確認します。,这句话用于确认“～ ませんでした(書きませんでした)～ ました(書きました)～ ません(書きません)～ ます(書きます)”的用法。,同类或相近表达请结合原书相似语法页复习。,形式/用法,batch_02,日语蓝宝书N5N4__part_02-08.png,body_heading,50,auto_completed,,jp_grammar N5_N4 日语蓝宝书N5N4 batch_02 kept_needs_explanation auto_completed
4906928e383d0028,N5/N4,日语蓝宝书N5N4,～ ーー [T]- あの部屋は電気が (,～ ーー - あの部屋は電気が(,名詞 + が / 普通形 + が,但是；主语标记,可表示主语，也可连接前后相反或铺垫内容。,値段は高い（が）、品質はいい。,价格高，但是质量好。,同类或相近表达请结合原书相似语法页复习。,助词/逆接,batch_02,日语蓝宝书N5N4__part_02-11.png,body_heading,50,auto_completed,,jp_grammar N5_N4 日语蓝宝书N5N4 batch_02 kept_needs_explanation auto_completed
1ace4292a5368c37,N5/N4,日语蓝宝书N5N4,～ 知りません,～ 知りません,接续：～ 知りません。按原书条目和句中词形使用。,表示「知りません」这一语法形式或助词用法,用于练习「～ 知りません」在句中的形式和基本功能；具体语义需结合前后文判断。,この文では（知りません）の使い方を確認します。,这句话用于确认“～ 知りません”的用法。,同类或相近表达请结合原书相似语法页复习。,形式/用法,batch_02,日语蓝宝书N5N4__part_02-11.png,body_heading,50,auto_completed,,jp_grammar N5_N4 日语蓝宝书N5N4 batch_02 kept_needs_explanation auto_completed
9eeea99268721b92,N5/N4,日语蓝宝书N5N4,～ : ーになる,～:ーになる,名詞 / な形容詞 + になる,变成...,表示自然变化或结果。,春（になる）と、暖かくなる。,到了春天就变暖。,同类或相近表达请结合原书相似语法页复习。,变化,batch_02,日语蓝宝书N5N4__part_02-11.png,body_heading,50,auto_completed,,jp_grammar N5_N4 日语蓝宝书N5N4 batch_02 kept_needs_explanation auto_completed
